0: 1195,930
891: 1126,1127,564,883,1213,192
892: 38,1119,23,698,1007,359
893: 416,655,1046,242,1192,243
894: 321,755,502,739,322,1264,1038,1262
895: 0,930,24
896: 136,366,135,702,1142,500,662
897: 508,503,1024,196,767,950
898: 173,583,153,154,645,1161
899: 25,39,465,761,11,698
900: 262,903,759,736,243,991
901: 1070,222,201,689,1068,1111
902: 1137,777,675,73,71,504
903: 262,900,808,759,244,263
904: 587,679,1172,308,908,477,421
905: 194,1177,583,1161,398,176
906: 484,940,441,1018,787
907: 367,117,137,706,512,657
908: 295,904,587,421,771,656,309
909: 927,612,273,442,290,772
910: 29,427,843,493,879,30
911: 801,922,373,18
912: 368,1093,546,471,724,266
913: 435,966,454,813,550,246
914: 444,66,654,782,663,482
915: 947,471,249,266,682,918
916: 
917: 445,1095,48
918: 370,915,947,682,558,369
919: 371,922
920: 890,863,793,438,501,879
921: 372,270,1185,952,695,957
922: 919,371,7,373
923: 1234,19,1235,618,31,1072
924: 9,887,1117,374
925: 249,546,1169,505,471,955
926: 978,342,1124,121,141,802
927: 909,612,1030,376,289,772
928: 157,136,137,706,506,156
929: 24,478,465,23
930: 1197,0,895,1,378
931: 1080,387,42,28,60,1008,507
932: 379,1106,257,448,274,716
933: 225,449,938,446,1174,425
934: 715,1257,1,817,380,12,13
935: 653,66,48,1028,49,447
936: 340,833,312,731,313,1084
937: 877,943,290,448,274,873
938: 661,449,204,700,1174,933
939: 450,323,965,486,791
940: 871,441
941: 1034,332,343,451
942: 459,985,248,247,945
943: 877,937,274,452,617,399
944: 182,971,453,161,689,556
945: 248,717
946: 197,1135,552,196,177,1133
947: 915,249,250,267,918,369
948: 1005,86,870,106,105,958,511
949: 638,250,391,338,267,703
950: 217,745,508,897,767,414,778
951: 252,251,513,952,269,695
952: 1185,1006,951,252,695,921
953: 807,106,107
954: 113,545,1167,1138,1065,114
955: 250,391,505,510,249,925
956: 336,693,445,548,33,1095
957: 1184,1185,253,921,270,1199
958: 511,106,953,107
959: 205,661,449,864,454
960: 255,1059,530,862,237,525
961: 326,392,455,324,969
962: 576,428,179,794,1150,199
963: 1040,1043,408,256,692,1106
964: 994,456,80,619,719,100,1236
965: 323,301,314,315,450,939
966: 435,913,227,246,457
967: 601,258,554,1202,381,973
968: 467,53
969: 324,315,852,392,450
970: 227,457
971: 182,944,162,520,161,1023
972: 1107,515,709,512,999,834
973: 967,1202,718,381,259,383,276
974: 470,1049,733,317,720,851
975: 830,119,407,978,342,120
976: 1261,1193,260,259,278,1260,277
977: 721,208
978: 926,342,975,120,802,489
979: 1154,648,184,185,203,1175,700
980: 458,861,21,1117,22,36
981: 1009,318,317,497,319
982: 232,849,338,842,703,513
983: 37,995,611,36,560,987
984: 234,393,214,385,1047,854
985: 459,942,208,228,247
986: 334,1067,186,1002
987: 861,36,358,983,995,869
988: 757,123,858,585,498,886
989: 1132,460,163,594,1187,1154,648
990: 1067,464,186,187,206
991: 997,736,262,900,279,1048
992: 805,377,929,461,1119,23
993: 188,168,189,977,721,726
994: 514,1215,1238,456,964,619
995: 983,37,611,987,869,1220,1221
996: 51,462
997: 991,262,263,1050,1048,528
998: 39,1252,1007,627,40,1051,363
999: 158,820,709,515,972,834,139
1000: 714,1003,209,386,824,229
1001: 319,329,328
1002: 186,1158,334,986,680,463
1003: 209,189,468,1000,714
1004: 76,815,516,540,97,96
1005: 948,105,511,738,768,126
1006: 517,1017,593,252,1185,952
1007: 359,698,39,892,998,40
1008: 507,835,42,931,1080,60,1052
1009: 981,318,1112,475,320,739
1010: 58,634,885,42,1268,1052,59
1011: 521,518,63,46,747,64
1012: 1048,388,528,728,1164,280
1013: 322,776,632
1014: 365,174,194,487,175,795
1015: 816,427,1021,44,1215,514
1016: 621,586,389,730,1171,1194
1017: 1006,517,234,854,519,593
1018: 787,441
1019: 589,671,195,503,216,508
1020: 1044,132,569,111,678,131
1021: 427,30,45,1015,1054,514
1022: 791,797,488
1023: 163,520,1132,1131,182,971
1024: 503,155,403,671,196,177,897
1025: 797,326,492,819,488,325
1026: 524,521,518,1057,65,480
1027: 528,1050,390,297,614
1028: 50
1029: 492,455,316,470,326,720
1030: 376,522,927,1241,1243,289
1031: 1181,231,510,232,391,338
1032: 67,49,663,672,790,485
1033: 460,568,523,164,1132,1131,1186
1034: 50,447,672,332
1035: 497,851,649,327
1036: 1057,782,482,725,84
1037: 302,880,868,303,852,392
1038: 894,329,1262
1039: 467,555,1109
1040: 237,394,1043,525,256,963
1041: 1212,749,1179,214,708,393
1042: 575,839,1108,1149,707,72
1043: 1263,867,1040,394,408,963
1044: 1020,132,110,131,526,1227
1045: 395,667
1046: 527,893,416,882,1192,261
1047: 385,758,396,984,854,1103
1048: 1012,279,991,997,388,528
1049: 305,1206,397,733,664,974,470
1050: 262,263,529,997,390,528,1027
1051: 998,40,1247,363,885,57
1052: 59,42,1010,1008,835,495
1053: 1217,1210,60,562,431,44,608
1054: 1055,62,45,1021,514,1238
1055: 1054,62,434,45,1073,63,747
1056: 64,518,82,480,83,722
1057: 1036,524,1026,65,725
1058: 254,553,236,530,1105,646,1059
1059: 255,960,530,254,1058,1222
1060: 212,742,191,1126,607,213
1061: 616,1233,613,770,531,211
1062: 95,570,1139,532,889,115
1063: 474,167,691,533,1067,464
1064: 408,633,636,239,1263,1066,534
1065: 1089,954,545,114,134,684
1066: 636,1064,258,637,534,554
1067: 1063,167,986,464,186,990
1068: 201,855,440,832,901,222,796
1069: 494,70,1237,90,828
1070: 901,222,689,535,1111,748,752
1071: 52,462,536,620
1072: 32,31,923,19,1073,46
1073: 31,434,1072,1055,63,46
1074: 665,729,87,426,86,106
1075: 538,426,807
1076: 143,122,1170,585,547,123
1077: 143,142,845,144,539,838
1078: 697,875,1144,516,437,540
1079: 567,97,98,1130,116,647
1080: 931,27,387,1081,42,1268,1008
1081: 387,404,541,674,27,1080
1082: 542,874,1083,169
1083: 169,168
1084: 313,543,936,300,312,731,1085
1085: 841,300,1218,286,543,1084
1086: 1191,1153,1190,130,129,781,650
1087: 479,148,1250,874,705,466
1088: 579,800,92,113,545,786
1089: 1065,545,786,112,133,684
1090: 547,1125,141,744,142,1092
1091: 386,586,229,210,1171,230,1169
1092: 142,1090,744,413,539,571
1093: 640,546,230,368,912
1094: 860,20,34
1095: 445,444
1096: 2,5,798,3,723
1097: 798,3,380,13,422,549
1098: 529,799,1099,813,245
1099: 425,225,550,1098,799
1100: 573,551,77,570,1139,76
1101: 551,683,424,1138,95,570
1102: 552,178,157,657,1107,811
1103: 854,1047,396,553,519,1105
1104: 554,692,534,257,381,275
1105: 235,646,1103,553,519,1058
1106: 932,379,256,963,692,257
1107: 515,972,512,657,178,1102,1182
1108: 1149,356,53,1109,839,1042
1109: 839,1039,467,53,555,1108
1110: 535,1111,556,183,184,202
1111: 535,1110,689,556,1070,901
1112: 557,1115,473,475,1009,318
1113: 829,558,1208,282,283
1114: 283,298,337
1115: 402,557,306,1112,475,669
1116: 119,407,559,118,400,687
1117: 22,374,887,924,21
1118: 335,1134,1130,99,559,118
1119: 23,461,560,892,38
1120: 485,85,68,1216,561,1121
1121: 1120,68,561,665,729,1180
1122: 43,1123,29,1210,562,816
1123: 606,1211,387,43,1122,28,1210
1124: 375,101,121,102,926,342
1125: 547,1090,121,1168,122,563,141
1126: 891,1127,191,1213,1060,607,192
1127: 346,564,531,191,1126,891
1128: 151,152,132,344,1227,658
1129: 770,151,152,613,1229,565
1130: 1134,98,1118,567,1079,118
1131: 1132,838,568,520,1033,1023
1132: 1131,460,1033,163,1023,989
1133: 780,196,197,946,767,420
1134: 98,1130,437,688,335,1118
1135: 197,946,552,178,566,198
1136: 756,678,1137,504,92,111
1137: 902,71,504,569,111,1136
1138: 1167,424,1101,954,95,114
1139: 1100,570,1062,76,815,115
1140: 162,615,1225,1228,181,161
1141: 838,539,571,162,615,520
1142: 572,702,1143,366,135,896
1143: 96,815,115,366,572,1142
1144: 77,516,1145,495,697,1078
1145: 495,59,809,573,77,1144
1146: 1147,723,4,846,430
1147: 1146,15,773,574,16,430
1148: 159,576,180,1150,685,355
1149: 1108,356,54,1042,575,651
1150: 199,576,962,1148,685,200
1151: 707,620,1239,72,91,670
1152: 71,91,670,577,569,499
1153: 1191,1086,109,878,110,130
1154: 979,648,989,594,1187,185
1155: 146,165,865,578,166,680
1156: 584,1255,55,74,509,94
1157: 73,93,419,579,74,800
1158: 186,1002,463,205,818
1159: 713,382,990,187,206,580
1160: 1162,582,639,494,1267,635,1269
1161: 398,645,898,583,905
1162: 1160,128,1251,626,635
1163: 174,172,173,583,883
1164: 1012,728,280,853,1165,296
1165: 581,296,1164,853,432,311
1166: 1254,584,75,94,424,683
1167: 509,94,424,113,954,1138
1168: 122,563,401,668,1170,1125
1169: 546,230,1091,210,505,925
1170: 681,668,1168,122,585,1076
1171: 210,586,621,1016,1091,1194
1172: 293,631,660,679,294,904,587
1173: 728,472,660,388,604,294
1174: 446,203,700,938,224,933
1175: 203,184,979,648,202,588
1176: 176,803,1177,155,589,671
1177: 194,905,176,1176,175,589
1178: 694,886,412,124,125
1179: 339,213,607,1212,1041,708
1180: 590,561,1121,729,409
1181: 1031,231,591,339,213,232
1182: 566,1107,515,178,179,592
1183: 198,592,566,794,349,423,219
1184: 957,270,600,1199,287,271
1185: 952,1006,593,253,921,957
1186: 165,523,1242,460,1033,594
1187: 594,578,989,1154,185,357
1188: 625,1249,650,1231,150,170,616
1189: 735,149,468,595,1244,714
1190: 596,544,1191,1086,479,129
1191: 1153,1086,596,109,1190,130,129
1192: 597,261,1046,893,736,243
1193: 976,1261,260,882,261,278
1194: 599,1196,1016,389,210,1171
1195: 0
1196: 599,1194,389,212,591,231
1197: 930,598,784,715
1198: 429,287,623,271,1219,610,840
1199: 600,522,253,272,1184,957
1200: 856,19,33,32,1204,602
1201: 660,1261,278,1203,631,604
1202: 260,1205,967,601,973,259
1203: 278,597,736,279,1201,604
1204: 1200,32,602,537,47
1205: 260,1202,241,240,601,882
1206: 1207,397,1049,316,470
1207: 1206,397,603,868,303,316
1208: 605,558,1209,1113,282
1209: 265,605,1208
1210: 28,60,1123,1122,562,1053
1211: 836,14,606,1123,43
1212: 193,192,607,749,1179,1041
1213: 883,1126,891,365,193,192,795
1214: 103,406,725,84,609,857
1215: 44,61,1015,514,994,456
1216: 561,104,609,1120,85,857
1217: 1053,562,431,44,61,608,712
1218: 286,417,760,300,610,1085
1219: 610,286,1198,347,840
1220: 869,1221,762,419,55
1221: 995,611,869,1220,628,55,1255
1222: 273,254,255,1059,711,376,612
1223: 442,255,525,256,273,379
1224: 821,1226,643
1225: 1228,413,160,571,629,615,1140
1226: 245,643
1227: 1044,132,526,151,1128,1229
1228: 1225,160,629,1140,181,180
1229: 613,150,526,1227,151,1231,1129
1230: 399,617,1232,557,306,664
1231: 650,130,526,1229,150,1188
1232: 292,291,617,307,1230,306
1233: 616,1061,625,171,1248,211
1234: 923,19,18,1235,443,856
1235: 18,373,618,1234,923
1236: 101,964,619,719,100,81,850
1237: 90,536,1239,70
1238: 476,1054,62,514,994,619
1239: 536,620,1151,1237,90,670
1240: 145,1242,622,125,523
1241: 623,271,600,522,1030,1243
1242: 145,1240,523,146,165,1186
1243: 1030,623,1241,289,429,288
1244: 595,190,1189,714,386
1245: 171,625,1249,595,190,621
1246: 57,1247,624,1254,490,75
1247: 872,40,1051,624,57,1246
1248: 1233,171,211,389,730,742
1249: 625,1188,149,170,595,1245
1250: 874,626,635,148,542,1087
1251: 128,1162,626
1252: 25,39,825,998,41,627
1253: 404,831,26,422,825,674
1254: 1166,56,624,1246,584,75
1255: 1156,584,1221,56,628,55
1256: 652,1258,489,743,413,160
1257: 2,715,934,380
1258: 1256,652,160,159,140,629
1259: 630,1096,5
1260: 727,259,976,276,277
1261: 976,1193,278,277,631,1201
1262: 632,894,322,1264,1038
1263: 1043,867,788,633,394,1064,408
1264: 322,321,755,421,771,894,1262
1265: 633,859,219,788,433,239
1266: 41,627,674,27,634,363,1268
1267: 1160,108,635,1269,544
1268: 42,1266,27,634,1080,1010
1269: 544,148,1160,1267,635
