Glucose_exchange_input,Glutamine_exchange_input,G6P_input,FBP_input,G3P_input,PEP_input,lac_exchange_input,gln_input,glu_input,solution_output
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.56,0.88,0.0527352288067241
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.56,1.10666666666667,0.0533719869675432
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.56,1.33333333333333,0.0540087451283692
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.56,1.56,0.0546455032891941
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.733333333333333,0.88,0.0532221615179402
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.733333333333333,1.10666666666667,0.0538589196787711
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.733333333333333,1.33333333333333,0.0544956778395823
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.733333333333333,1.56,0.0551324360004236
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.906666666666667,0.88,0.0537090942291617
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.906666666666667,1.10666666666667,0.0543458523899806
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.906666666666667,1.33333333333333,0.0549826105508135
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,0.906666666666667,1.56,0.0556193687116288
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,1.08,0.88,0.054196026940373
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,1.08,1.10666666666667,0.0548327851012138
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,1.08,1.33333333333333,0.055469543262025
0.21,0.003,1.68,0.16,0.24,0.84,14.9333333333333,1.08,1.56,0.0561063014228491
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.56,0.88,0.0607259194523583
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.56,1.10666666666667,0.0613626776131836
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.56,1.33333333333333,0.0619994357739999
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.56,1.56,0.0626361939348355
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.733333333333333,0.88,0.0612128521635725
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.733333333333333,1.10666666666667,0.0618496103243929
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.733333333333333,1.33333333333333,0.0624863684852315
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.733333333333333,1.56,0.0631231266460384
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.906666666666667,0.88,0.0616997848747879
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.906666666666667,1.10666666666667,0.0623365430356318
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.906666666666667,1.33333333333333,0.0629733011964536
0.21,0.003,1.68,0.16,0.24,0.84,19.2,0.906666666666667,1.56,0.0636100593572634
0.21,0.003,1.68,0.16,0.24,0.84,19.2,1.08,0.88,0.0621867175860068
0.21,0.003,1.68,0.16,0.24,0.84,19.2,1.08,1.10666666666667,0.0628234757468211
0.21,0.003,1.68,0.16,0.24,0.84,19.2,1.08,1.33333333333333,0.0634602339076496
0.21,0.003,1.68,0.16,0.24,0.84,19.2,1.08,1.56,0.0640969920684803
0.21,0.003,1.68,0.16,0.24,0.84,6.4,0.56,0.88,0.0367538475154638
0.21,0.003,1.68,0.16,0.44,0.24,6.4,0.56,1.10666666666667,0.0367871420598207
